"pre","post","ACD_avg","ACD_max","ACD_sum","FOUT_avg","FOUT_max","FOUT_sum","MLOC_avg","MLOC_max","MLOC_sum","NBD_avg","NBD_max","NBD_sum","NOCU","NOF_avg","NOF_max","NOF_sum","NOI_avg","NOI_max","NOI_sum","NOM_avg","NOM_max","NOM_sum","NOT_avg","NOT_max","NOT_sum","NSF_avg","NSF_max","NSF_sum","NSM_avg","NSM_max","NSM_sum","PAR_avg","PAR_max","PAR_sum","TLOC_avg","TLOC_max","TLOC_sum","VG_avg","VG_max","VG_sum"
0,"0",0.928571428571429,7,13,6.16049382716049,123,998,9.25308641975309,132,1499,1.85185185185185,8,300,14,6.21428571428571,25,87,0,0,0,11.5714285714286,35,162,1,1,14,0.285714285714286,2,4,0,0,0,0.691358024691358,5,112,146.357142857143,645,2049,2.8641975308642,31,464
4,"0",5.75,11,23,4.27118644067797,30,504,5.45762711864407,30,644,1.44067796610169,4,170,4,8.75,17,35,0,0,0,22.75,47,91,1,1,4,0.5,1,2,0.5,2,2,0.957627118644068,4,113,266.25,550,1065,2.04237288135593,8,241
0,"0",0,0,0,1.68965517241379,15,49,4.6551724137931,27,135,1.31034482758621,3,38,3,0.333333333333333,1,1,0,0,0,1.33333333333333,4,4,1,1,3,7,18,21,8.33333333333333,20,25,0.379310344827586,2,11,79.6666666666667,173,239,1.44827586206897,4,42
1,"0",2,10,14,5.5364238410596,77,836,13.0662251655629,168,1973,1.81456953642384,5,274,7,11.8571428571429,41,83,0.142857142857143,1,1,20.7142857142857,72,145,0.857142857142857,1,6,2.14285714285714,6,15,0.571428571428571,2,4,0.887417218543046,4,134,345,1498,2415,4.09271523178808,40,618
0,"0",0,0,0,0.28,3,7,0.68,14,17,0.2,2,5,8,0,0,0,0.875,1,7,2.75,12,22,0.125,1,1,0.625,2,5,0.375,3,3,1,3,25,9.375,25,75,0.2,2,5
0,"0",0,0,0,3.8695652173913,29,89,6,30,138,1.56521739130435,4,36,4,1.5,3,6,0.25,1,1,3.25,6,13,0.75,1,3,2.5,8,10,2.5,5,10,0.739130434782609,3,17,57.25,103,229,2.34782608695652,8,54
1,"1",0,0,0,3.10169491525424,14,183,5.30508474576271,30,313,1.47457627118644,4,87,11,2.09090909090909,5,23,0.0909090909090909,1,1,5.36363636363636,10,59,0.909090909090909,1,10,1.09090909090909,9,12,0,0,0,1,4,59,48.2727272727273,133,531,2,9,118
0,"0",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,5,1,4,5,0,0,0,0,0,0,0,0,0,0.4,1,2,4.8,9,24,0,0,0
0,"1",0,0,0,4.58823529411765,17,78,10.4117647058824,30,177,2.11764705882353,6,36,2,3,6,6,0,0,0,7.5,13,15,1,1,2,2,3,4,1,1,2,0.235294117647059,1,4,122.5,222,245,4,9,68
0,"1",0,0,0,3.56435643564356,17,360,6.4950495049505,35,656,1.59405940594059,5,161,12,2.85714285714286,10,40,0.0833333333333333,1,1,6.85714285714286,17,96,0.916666666666667,1,11,0.285714285714286,2,4,0.357142857142857,4,5,0.910891089108911,5,92,82.4166666666667,161,989,2.52475247524752,10,255
0,"0",0.333333333333333,1,1,3.55,12,71,8.95,29,179,2,5,40,3,0.333333333333333,1,1,0,0,0,1.66666666666667,5,5,1,1,3,2,6,6,4.66666666666667,10,14,1.55,4,31,85.3333333333333,184,256,2.7,8,54
0,"0",2,2,2,9.54347826086956,44,439,18.7391304347826,88,862,2.45652173913043,4,113,1,21,21,21,0,0,0,41,41,41,1,1,1,55,55,55,4,4,4,1.1304347826087,4,52,1041,1041,1041,6.17391304347826,28,284
0,"0",0,0,0,1.25,4,10,2.375,6,19,1,1,8,1,4,4,4,0,0,0,8,8,8,1,1,1,1,1,1,0,0,0,0.875,2,7,50,50,50,1.375,2,11
0,"0",3,3,3,9.75,19,39,22.75,48,91,4,8,16,1,0,0,0,0,0,0,4,4,4,1,1,1,5,5,5,0,0,0,0.5,1,2,120,120,120,5.25,10,21
7,"1",0.5,1,1,2.71428571428571,14,19,4.42857142857143,15,31,1.14285714285714,2,8,2,0,0,0,0,0,0,3,5,6,1,1,2,0.5,1,1,0.5,1,1,0.285714285714286,1,2,30.5,38,61,1,1,7
0,"0",0,0,0,2.46288209606987,23,564,5.87336244541485,67,1345,1.44541484716157,5,331,17,1.29411764705882,4,22,0.117647058823529,1,2,12.4705882352941,49,212,0.882352941176471,1,15,0.823529411764706,6,14,1,8,17,1.20087336244541,4,275,112.294117647059,535,1909,2.1528384279476,22,493
10,"1",0.222222222222222,2,4,3.35341365461847,40,835,6.64658634538153,86,1655,1.4136546184739,5,352,18,4.63636363636364,16,102,0.0555555555555556,1,1,10.0454545454545,39,221,0.944444444444444,1,17,1.40909090909091,12,31,1.22727272727273,18,27,1.0281124497992,6,256,134.944444444444,598,2429,2.70281124497992,26,673
0,"0",0,0,0,2.49387755102041,40,1222,4.65102040816326,56,2279,1.28571428571429,5,630,39,2.76923076923077,14,108,0.0512820512820513,1,2,11.7435897435897,57,458,0.948717948717949,1,37,3.87179487179487,39,151,0.82051282051282,5,32,0.944897959183673,6,463,93.8461538461538,608,3660,1.61224489795918,9,790
8,"1",0.136363636363636,3,3,5.56766917293233,60,1481,8.18421052631579,66,2177,1.54887218045113,7,412,22,2.8695652173913,10,66,0.136363636363636,1,3,10.4782608695652,36,241,0.863636363636364,1,19,1.17391304347826,9,27,1.08695652173913,20,25,1.43984962406015,7,383,134.545454545455,624,2960,2.90225563909774,23,772
0,"0",0.444444444444444,4,4,3.82795698924731,21,356,6.44086021505376,25,599,1.67741935483871,4,156,9,1.55555555555556,5,14,0.111111111111111,1,1,10.2222222222222,24,92,0.888888888888889,1,8,0.777777777777778,6,7,0.111111111111111,1,1,1.16129032258065,5,108,96.8888888888889,284,872,2.17204301075269,10,202
5,"1",0,0,0,6.5,24,260,9.95,39,398,1.9,5,76,5,3.2,6,16,0,0,0,8,16,40,1,1,5,1.2,3,6,0,0,0,0.875,2,35,109,281,545,3.825,14,153
49,"1",0.350649350649351,6,27,5.94677137870855,78,6815,8.54537521815009,99,9793,1.61169284467714,8,1847,77,2.58139534883721,32,222,0.051948051948052,1,4,12.953488372093,103,1114,0.948051948051948,1,73,2.26744186046512,36,195,0.372093023255814,5,32,1.19982547993019,6,1375,171.285714285714,1449,13189,2.80802792321117,28,3218
2,"1",0,0,0,1.42441860465116,12,245,4.77325581395349,35,821,1.34883720930233,4,232,13,1.8125,5,29,0,0,0,8.875,27,142,1,1,13,5,46,80,1.875,10,30,0.622093023255814,3,107,105.230769230769,313,1368,2.1453488372093,11,369
0,"0",0.176470588235294,1,3,2.72033898305085,14,321,6.20338983050847,36,732,1.60169491525424,5,189,17,1.83333333333333,5,33,0.411764705882353,1,7,6.33333333333333,47,114,0.588235294117647,1,10,0.555555555555556,3,10,0.222222222222222,2,4,1.27966101694915,6,151,64.6470588235294,452,1099,2.32203389830508,13,274
13,"1",0,0,0,0.0762942779291553,10,28,0.239782016348774,19,88,0.0817438692098093,2,30,40,0.268292682926829,7,11,0.875,1,35,8.85365853658537,53,363,0.125,1,5,3.41463414634146,39,140,0.0975609756097561,4,4,1.00817438692098,4,370,19.65,74,786,0.100817438692098,3,37
0,"1",0,0,0,3.91304347826087,19,90,5.52173913043478,19,127,1.34782608695652,3,31,4,2.25,4,9,0,0,0,4.5,9,18,1,1,4,2,3,8,1.25,5,5,0.869565217391304,3,20,56.75,88,227,2.78260869565217,10,64
0,"0",0,0,0,0,0,0,0.333333333333333,1,2,0.333333333333333,1,2,3,0,0,0,0.666666666666667,1,2,2,3,6,0.333333333333333,1,1,0,0,0,0,0,0,1.33333333333333,2,8,7.66666666666667,12,23,0.333333333333333,1,2
1,"1",0,0,0,0.65,11,26,0.95,14,38,0.4,1,16,4,0.5,1,2,0.5,1,2,10,18,40,0.5,1,2,0.25,1,1,0,0,0,2.125,5,85,30.5,64,122,0.675,8,27
41,"1",0.101694915254237,5,6,1.66875981161695,101,1063,4.90266875981162,160,3123,0.7425431711146,7,473,59,1.66666666666667,22,100,0.694915254237288,1,41,7.55,46,453,0.305084745762712,1,18,4.56666666666667,131,274,2.83333333333333,56,170,1.68602825745683,13,1074,78.4406779661017,1030,4628,1.39246467817896,42,887
7,"1",0,0,0,1.03896103896104,16,80,18.1428571428571,142,1397,1.16883116883117,4,90,5,93.4,355,467,0.6,1,3,5.2,12,26,0.4,1,2,0.4,2,2,10.2,51,51,1.81818181818182,7,140,295.6,967,1478,3.92207792207792,42,302
59,"1",0.016,2,2,2.89318092234923,84,7340,6.21363815530154,214,15764,1.56641702798581,10,3974,125,2.22794117647059,14,303,0.056,1,7,17.7205882352941,170,2410,0.944,1,118,3.80147058823529,94,517,0.933823529411765,12,127,0.903035080804099,9,2291,177.904,3110,22238,2.15924320063067,84,5478
1,"1",0,0,0,3.07894736842105,18,117,6.60526315789474,34,251,1.60526315789474,4,61,3,2,3,6,0.333333333333333,1,1,12.3333333333333,19,37,0.666666666666667,1,2,0,0,0,0.333333333333333,1,1,1.5,4,57,111,202,333,2.36842105263158,14,90
2,"0",0,0,0,0,0,0,0.0454545454545455,1,1,0,0,0,3,0,0,0,1,1,3,7.33333333333333,17,22,0,0,0,3.33333333333333,10,10,0,0,0,2.04545454545455,9,45,29,64,87,0,0,0
20,"1",0,0,0,1.4,2,14,15.3,38,153,1.8,3,18,2,0,0,0,0,0,0,0.5,1,1,1,1,2,96,187,192,4.5,9,9,1.8,6,18,187.5,365,375,5.3,14,53
2,"0",0,0,0,0.226086956521739,3,26,0.365217391304348,4,42,0.243478260869565,2,28,12,0,0,0,0.833333333333333,1,10,9.58333333333333,19,115,0.166666666666667,1,2,0.583333333333333,7,7,0,0,0,0.521739130434783,2,60,18.6666666666667,82,224,0.243478260869565,2,28
13,"1",0.0952380952380952,2,2,3.04,85,380,13.864,310,1733,1.232,10,154,21,2.1304347826087,22,49,0.238095238095238,1,5,4.47826086956522,24,103,0.761904761904762,1,16,0.347826086956522,5,8,0.956521739130435,11,22,2.024,10,253,90.9047619047619,1019,1909,3.176,52,397
2,"1",0,0,0,0.00171821305841924,1,1,0.0154639175257732,6,9,0.360824742268041,2,210,41,6.60975609756098,204,271,0.878048780487805,1,36,14.1707317073171,205,581,0.121951219512195,1,5,0.292682926829268,8,12,0.024390243902439,1,1,1.02061855670103,5,594,36.780487804878,445,1508,0.36254295532646,3,211
0,"0",0,0,0,1,2,3,4,7,12,1.66666666666667,2,5,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,3,35,35,35,1.66666666666667,2,5
12,"1",0.571428571428571,3,4,9.75789473684211,83,927,33.6105263157895,293,3193,2.87368421052632,17,273,7,7.85714285714286,24,55,0.714285714285714,1,5,12.5714285714286,60,88,0.285714285714286,1,2,2.42857142857143,16,17,0,0,0,3.09473684210526,13,294,528,2833,3696,8.43157894736842,45,801
4,"1",0,0,0,2.48888888888889,103,672,10.1740740740741,485,2747,1.58148148148148,9,427,32,1.15625,8,37,0.03125,1,1,8.4375,102,270,0.96875,1,31,1.8125,50,58,0,0,0,1.27777777777778,4,345,110.6875,2048,3542,4.04814814814815,209,1093
0,"1",0,0,0,2.6,38,221,11.4941176470588,130,977,1.67058823529412,9,142,4,17,42,68,0.25,1,1,21.25,73,85,0.75,1,3,5,12,20,0,0,0,0.717647058823529,3,61,323.25,960,1293,3.47058823529412,33,295
3,"1",0.111111111111111,2,2,2.44827586206897,13,213,9.01149425287356,54,784,1.82758620689655,8,159,18,0.277777777777778,2,5,0,0,0,4.83333333333333,34,87,1,1,18,0.111111111111111,2,2,0,0,0,1.36781609195402,4,119,60.8888888888889,575,1096,2.86206896551724,10,249
8,"1",0.533333333333333,4,8,2.16666666666667,30,949,9.76255707762557,179,4276,1.4634703196347,8,641,15,4.5625,18,73,0.4,1,6,26.75,167,428,0.6,1,9,0.4375,3,7,0.625,4,10,1.84018264840183,24,806,378.533333333333,1864,5678,2.38812785388128,33,1046
23,"1",0.0102040816326531,1,1,5.34696261682243,222,4577,14.1834112149533,499,12141,1.95794392523364,11,1676,98,2.91836734693878,24,286,0.0102040816326531,1,1,8.39795918367347,40,823,0.989795918367347,1,97,1.29591836734694,73,127,0.336734693877551,20,33,1.76401869158878,9,1510,156.918367346939,1533,15378,4.8107476635514,145,4118
7,"1",0.5,3,3,10.35,302,621,26.1666666666667,860,1570,2.2,9,132,6,6,26,42,0,0,0,7.28571428571429,17,51,1,1,6,1,4,7,1.28571428571429,9,9,1.18333333333333,4,71,303.666666666667,1427,1822,7.3,199,438
3,"1",0,0,0,3.43269230769231,38,357,9.39423076923077,146,977,1.75,8,182,7,12.7142857142857,37,89,0.142857142857143,1,1,13.7142857142857,33,96,0.857142857142857,1,6,4.28571428571429,29,30,1.14285714285714,6,8,0.663461538461538,3,69,192.142857142857,567,1345,3.72115384615385,50,387
4,"1",0,0,0,4.99132321041215,96,2301,15.0737527114967,169,6949,2.21475054229935,9,1021,16,11,79,176,0.1875,1,3,28.625,284,458,0.8125,1,13,20.375,201,326,0.1875,3,3,0.568329718004338,6,262,527.5,4886,8440,5.13015184381779,102,2365
1,"0",0,0,0,0,0,0,0.194805194805195,2,15,0.116883116883117,1,9,16,1.5625,18,25,0.9375,1,15,4.8125,13,77,0.0625,1,1,0,0,0,0,0,0,0.103896103896104,2,8,10.625,33,170,0.116883116883117,1,9
1,"1",0,0,0,1.89928057553957,21,264,6.97122302158273,106,969,1.54676258992806,8,215,11,3.18181818181818,8,35,0,0,0,12.2727272727273,26,135,1,1,11,0.545454545454545,3,6,0.363636363636364,3,4,0.935251798561151,5,130,129.454545454545,359,1424,2.43884892086331,33,339
3,"0",0,0,0,17.3809523809524,225,2555,12.2380952380952,240,1799,1.03401360544218,5,152,13,3,30,39,0.153846153846154,1,2,8.92307692307692,13,116,0.846153846153846,1,11,8.76923076923077,110,114,2.38461538461538,29,31,0.91156462585034,5,134,177.307692307692,1373,2305,7.89795918367347,115,1161
12,"1",0,0,0,3.65067178502879,44,1902,12.6545105566219,144,6593,1.82725527831094,10,952,42,8.69047619047619,101,365,0.19047619047619,1,8,12.3095238095238,58,517,0.80952380952381,1,34,0.714285714285714,6,30,0.0952380952380952,2,4,0.879078694817658,7,458,197.666666666667,1599,8302,5.05566218809981,54,2634
49,"1",0,0,0,3.4188679245283,221,1812,17.4264150943396,665,9236,1.94528301886792,10,1031,21,8.04761904761905,56,169,0.0952380952380952,1,2,24.1904761904762,251,508,0.904761904761905,1,19,4.09523809523809,37,86,1.04761904761905,21,22,0.764150943396226,7,405,522.47619047619,4571,10972,5.90754716981132,310,3131
2,"0",0,0,0,5.80645161290323,37,360,25.9838709677419,154,1611,2.30645161290323,7,143,3,6.55555555555556,24,59,0,0,0,6.22222222222222,27,56,1,1,3,2.66666666666667,18,24,0.666666666666667,6,6,1.98387096774194,8,123,617.666666666667,1479,1853,6.80645161290323,49,422
12,"1",0,0,0,3.53650793650794,30,1114,10.8349206349206,144,3413,1.26666666666667,5,399,10,2.6,9,26,0.1,1,1,31.2,274,312,0.9,1,9,0.5,3,5,0.3,2,3,2.06031746031746,8,649,427,3810,4270,2.60952380952381,99,822
3,"1",0.0909090909090909,1,1,1.39423076923077,17,145,7.14423076923077,58,743,1.59615384615385,7,166,11,2.75,4,33,0.0909090909090909,1,1,7.08333333333333,14,85,0.909090909090909,1,10,2.91666666666667,24,35,1.58333333333333,19,19,0.807692307692308,3,84,98.2727272727273,336,1081,2.84615384615385,14,296
76,"1",0.264462809917355,6,32,4.56510550694802,131,8870,9.83118888317036,210,19102,1.91353576942872,8,3718,121,2.54545454545455,25,364,0.0247933884297521,1,3,12.993006993007,117,1858,0.975206611570248,1,118,1.14685314685315,27,164,0.538461538461538,12,77,1.29181677817808,13,2510,211.495867768595,1889,25591,3.32681420483788,73,6464
4,"1",0.217391304347826,5,5,6.26570048309179,86,1297,12.8937198067633,153,2669,1.8695652173913,8,387,23,3.83333333333333,11,92,0,0,0,7.70833333333333,21,185,1,1,23,1,8,24,0.916666666666667,9,22,1.11594202898551,5,231,147.304347826087,555,3388,4.79227053140097,49,992
1,"1",0.0769230769230769,1,1,4.28349514563107,59,2206,6.73203883495146,117,3467,1.68155339805825,6,866,13,2.57575757575758,17,85,0,0,0,15.030303030303,126,496,1,1,13,0.545454545454545,5,18,0.575757575757576,8,19,1.2873786407767,6,663,367.769230769231,2049,4781,2.26601941747573,27,1167
0,"0",0.333333333333333,1,1,4.09677419354839,28,127,8.25806451612903,58,256,1.54838709677419,5,48,3,1.33333333333333,2,4,0,0,0,10.3333333333333,24,31,1,1,3,0,0,0,0,0,0,1.61290322580645,9,50,129,318,387,1.83870967741935,11,57
13,"1",0.2,1,2,5.48066298342541,75,992,13.7127071823204,157,2482,2.27624309392265,7,412,10,4.58333333333333,19,55,0.1,1,1,14.5833333333333,68,175,0.9,1,9,1.25,14,15,0.5,5,6,1.2707182320442,6,230,314.6,1128,3146,4.30939226519337,37,780
1,"1",0,0,0,4.64285714285714,23,260,14.3035714285714,76,801,2.26785714285714,8,127,4,4.4,10,22,0,0,0,10.8,27,54,1,1,4,1,5,5,0.4,2,2,1.42857142857143,4,80,243.25,710,973,4.94642857142857,27,277
3,"1",0,0,0,2.45317220543807,27,812,5.74622356495468,90,1902,1.53776435045317,7,509,15,4.6,14,69,0.0666666666666667,1,1,22.0666666666667,54,331,0.933333333333333,1,14,0.866666666666667,12,13,0,0,0,1.5166163141994,25,502,189.8,468,2847,2.02114803625378,20,669
3,"1",0,0,0,4.81081081081081,30,356,10.7567567567568,59,796,2.06756756756757,7,153,11,2.81818181818182,10,31,0,0,0,6.54545454545455,13,72,1,1,11,0,0,0,0.181818181818182,2,2,1.01351351351351,5,75,101,297,1111,3.87837837837838,21,287
11,"1",0.4375,2,7,4.78260869565217,64,660,11.0579710144928,138,1526,1.83333333333333,8,253,16,3.625,28,58,0.0625,1,1,8.625,32,138,0.9375,1,15,0.9375,10,15,0,0,0,1.64492753623188,9,227,127.8125,502,2045,4.15942028985507,37,574
17,"1",0.128205128205128,2,5,3.79951690821256,34,1573,10.5217391304348,91,4356,1.76570048309179,8,731,39,2.8125,20,135,0,0,0,8.20833333333333,45,394,1.02564102564103,2,40,0.541666666666667,9,26,0.416666666666667,9,20,1.60386473429952,11,664,149.384615384615,1321,5826,4.32125603864734,41,1789
2,"0",0,0,0,5.68421052631579,34,108,14.3157894736842,85,272,1.89473684210526,6,36,2,6.5,8,13,0.5,1,1,9.5,15,19,0.5,1,1,0.5,1,1,0,0,0,0.421052631578947,3,8,166,319,332,4.73684210526316,30,90
23,"1",0.025,1,1,4.44808743169399,311,3256,12.5,995,9150,1.53415300546448,10,1123,40,4.74418604651163,36,204,0.05,1,2,14.9767441860465,220,644,0.95,1,38,1.65116279069767,25,71,2.04651162790698,86,88,1.21174863387978,7,887,285.65,2925,11426,4.2827868852459,310,3135
6,"1",0.25,3,7,6.91637630662021,81,1985,18.5435540069686,229,5322,2.13937282229965,8,614,28,2.79310344827586,13,81,0.0714285714285714,1,2,9.58620689655172,38,278,0.928571428571429,1,26,5.68965517241379,140,165,0.0689655172413793,1,2,1.29965156794425,11,373,233.464285714286,1455,6537,5.62020905923345,139,1613
43,"1",0,0,0,8.03383458646617,334,2137,21.6541353383459,908,5760,2.35714285714286,9,627,9,22.9,174,229,0,0,0,26.4,119,264,1,1,9,0.6,3,6,0.2,2,2,1.80827067669173,8,481,762.888888888889,3343,6866,5.70676691729323,244,1518
1,"1",0,0,0,2.84615384615385,22,37,15.8461538461538,63,206,2.23076923076923,5,29,2,10,17,20,0,0,0,6.5,10,13,1,1,2,10,18,20,0,0,0,1.30769230769231,7,17,140,248,280,5.15384615384615,20,67
2,"0",0,0,0,42.5,84,85,61.5,118,123,4,6,8,1,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,0,0,0,2.5,4,5,138,138,138,12,22,24
0,"0",0.2,1,1,1.03846153846154,4,27,1.76923076923077,7,46,1.15384615384615,2,30,5,0.333333333333333,2,2,0,0,0,2.83333333333333,12,17,1,1,5,0.333333333333333,2,2,1.5,4,9,0.807692307692308,2,21,26.4,59,132,1.23076923076923,2,32
5,"0",0,0,0,2.91452991452991,27,341,5.46153846153846,39,639,1.72649572649573,6,202,14,1.66666666666667,6,25,0.0714285714285714,1,1,7.33333333333333,25,110,0.928571428571429,1,13,0.666666666666667,5,10,0.466666666666667,4,7,0.897435897435897,5,105,76.8571428571429,209,1076,2.20512820512821,10,258
16,"1",0.0526315789473684,1,1,7.04016064257028,75,1753,11.1606425702811,91,2779,2.04016064257028,8,508,19,4,13,108,0.105263157894737,1,2,6.7037037037037,29,181,0.894736842105263,1,17,0.37037037037037,4,10,2.51851851851852,49,68,1.7710843373494,8,441,201,933,3819,3.36144578313253,27,837
6,"1",0.19047619047619,3,4,3.27930535455861,37,2266,4.77134587554269,55,3297,1.45151953690304,5,1003,21,1.75,6,56,0.0476190476190476,1,1,17.46875,170,559,0.952380952380952,1,20,0.9375,9,30,4.125,45,132,1.14327062228654,5,790,238.52380952381,743,5009,2.10709117221418,20,1456
1,"0",0,0,0,3.10126582278481,16,245,3.65822784810127,27,289,1.10126582278481,4,87,9,0.846153846153846,3,11,0.222222222222222,1,2,3.84615384615385,15,50,0.777777777777778,1,7,0,0,0,2.23076923076923,15,29,1.18987341772152,3,94,57.8888888888889,270,521,1.48101265822785,8,117
1,"0",0,0,0,5.51111111111111,36,248,10.4666666666667,80,471,2.22222222222222,6,100,5,1,5,5,0,0,0,3.4,8,17,1,1,5,1.8,9,9,5.6,24,28,1.13333333333333,4,51,132.6,444,663,3.35555555555556,23,151
12,"1",0.2,1,2,3.36111111111111,27,484,5.04861111111111,31,727,1.40277777777778,5,202,10,2.3,9,23,0,0,0,6.1,20,61,1,1,10,1,3,10,8.3,53,83,1.27777777777778,6,184,119.8,527,1198,2.21527777777778,9,319
2,"0",0,0,0,1.23809523809524,9,52,2.5,10,105,1.14285714285714,4,48,5,0.75,2,6,0,0,0,3.625,6,29,1,1,5,3.875,31,31,1.625,7,13,0.857142857142857,4,36,55.6,134,278,1.5,5,63
5,"1",0.0645161290322581,1,2,2.74887892376682,13,613,3.61883408071749,38,807,1.19282511210762,5,266,31,1.2,6,42,0,0,0,5.88571428571429,14,206,1,1,31,0.0285714285714286,1,1,0.485714285714286,4,17,0.973094170403587,5,217,54.3548387096774,153,1685,1.52466367713004,14,340
26,"1",0.269230769230769,2,7,4.6541755888651,50,4347,6.30406852248394,73,5888,1.40149892933619,6,1309,26,4.47457627118644,19,264,0,0,0,14.135593220339,66,834,1,1,26,0.423728813559322,8,25,1.69491525423729,16,100,0.903640256959315,6,844,355.230769230769,862,9236,2.35867237687366,21,2203
0,"0",0,0,0,2.83471074380165,21,686,3.99173553719008,30,966,1.23140495867769,5,298,20,1.04347826086957,7,24,0,0,0,10.3478260869565,100,238,1,1,20,1,19,23,0.173913043478261,3,4,1.11570247933884,4,270,85.8,692,1716,2.05785123966942,10,498
12,"1",0,0,0,3.82692307692308,29,796,6.37019230769231,54,1325,1.74519230769231,7,363,17,2.36842105263158,9,45,0,0,0,7.73684210526316,35,147,1,1,17,1.15789473684211,6,22,3.21052631578947,11,61,1.08173076923077,6,225,119.411764705882,325,2030,2.44230769230769,18,508
3,"0",0,0,0,2.88888888888889,14,78,5.81481481481481,30,157,1.55555555555556,6,42,4,2,5,8,0,0,0,6.25,14,25,1,1,4,0.5,2,2,0.5,1,2,1,4,27,68.75,141,275,1.77777777777778,6,48
0,"0",0,0,0,5.76923076923077,23,75,9.23076923076923,36,120,2,3,26,5,1.2,6,6,0,0,0,1.4,5,7,1,1,5,0.6,3,3,1.2,3,6,1.76923076923077,4,23,42.4,91,212,3.15384615384615,8,41
11,"1",0.181818181818182,3,4,5.05,74,2323,6.39782608695652,69,2943,1.4695652173913,5,676,22,2.92,10,73,0,0,0,15.08,56,377,1,1,22,0.4,2,10,3.32,17,83,1.06521739130435,7,490,209.045454545455,647,4599,2.32391304347826,17,1069
14,"1",0.192307692307692,1,5,3.53082191780822,35,2062,5.32191780821918,53,3108,1.28938356164384,5,753,26,1.04255319148936,7,49,0.384615384615385,1,10,8.93617021276596,41,420,0.615384615384615,1,16,0.276595744680851,7,13,3.48936170212766,58,164,1.24315068493151,8,726,187.576923076923,1847,4877,2.32020547945205,24,1355
5,"1",0,0,0,7.61111111111111,49,411,9.16666666666667,67,495,1.59259259259259,4,86,2,13,15,26,0,0,0,25,36,50,1,1,2,2.5,4,5,2,4,4,1.2037037037037,5,65,369,517,738,2.53703703703704,9,137
28,"1",0.541666666666667,8,13,5.70902716914987,141,6514,6.73882559158633,144,7689,1.46362839614373,7,1670,24,3.71739130434783,22,171,0.0416666666666667,1,1,19.3478260869565,102,890,0.958333333333333,1,23,0.282608695652174,3,13,5.45652173913043,44,251,1.27081507449606,8,1450,469.041666666667,1602,11257,2.44084136722174,44,2785
4,"0",0,0,0,5.06,49,253,6.36,54,318,1.52,5,76,5,3,12,18,0.2,1,1,7.66666666666667,19,46,0.8,1,4,0,0,0,0.666666666666667,2,4,1.12,5,56,109.8,286,549,2.34,14,117
0,"1",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,5,4.6,5,23,0,0,0,0,0,0,0,0,0,0.347826086956522,1,8,8,10,40,0,0,0
1,"0",0.0434782608695652,1,1,2.77181208053691,37,826,3.23154362416107,35,963,1.12080536912752,5,334,23,1.73913043478261,10,40,0.173913043478261,1,4,11.8260869565217,67,272,0.826086956521739,1,19,0.739130434782609,13,17,1.1304347826087,8,26,0.976510067114094,4,291,83.8260869565217,494,1928,1.5,12,447
4,"1",0.0769230769230769,1,1,4.05208333333333,19,389,5.34375,25,513,1.54166666666667,5,148,13,0.857142857142857,3,12,0,0,0,4.21428571428571,15,59,1,1,13,0.0714285714285714,1,1,2.64285714285714,14,37,1.23958333333333,6,119,70.9230769230769,193,922,2.32291666666667,8,223
4,"0",0.0714285714285714,1,1,5.08771929824561,111,870,7.24561403508772,81,1239,1.57894736842105,6,270,14,0.617647058823529,4,21,0,0,0,4.23529411764706,24,144,1,1,14,2,46,68,0.794117647058823,6,27,1.05847953216374,7,181,140,406,1960,2.46783625730994,18,422
0,"0",0.2,1,1,2.43333333333333,16,146,4.48333333333333,26,269,1.38333333333333,4,83,5,1.75,5,14,0,0,0,6.125,22,49,1,1,5,0.375,2,3,1.375,8,11,1.1,4,66,96.2,215,481,1.71666666666667,6,103
7,"1",0.352941176470588,4,6,3.28679245283019,21,871,7.15471698113208,74,1896,1.76603773584906,7,468,17,1.33333333333333,4,28,0,0,0,4,15,84,1,1,17,1.71428571428571,16,36,8.57142857142857,53,180,1.46037735849057,8,387,158,485,2686,2.80377358490566,27,743
8,"0",0.166666666666667,4,4,3.45864661654135,52,460,5.81203007518797,57,773,1.42857142857143,5,190,24,1.375,24,33,0.166666666666667,1,4,4.08333333333333,28,98,0.833333333333333,1,20,22.5416666666667,270,541,1.45833333333333,16,35,0.879699248120301,4,117,79.4166666666667,516,1906,2.29323308270677,18,305
12,"0",0.464285714285714,3,13,4.65060240963855,54,772,8.14457831325301,92,1352,1.71686746987952,6,285,28,1.16666666666667,6,35,0,0,0,4.33333333333333,12,130,1,1,28,0.2,2,6,1.2,18,36,1.24096385542169,5,206,77.3928571428571,303,2167,2.77710843373494,32,461
11,"1",1.17391304347826,6,27,3.81527093596059,72,1549,6.88423645320197,108,2795,1.59113300492611,6,646,23,1.92307692307692,19,50,0.0434782608695652,1,1,15.1538461538462,96,394,0.956521739130435,1,22,0.5,4,13,0.153846153846154,2,4,0.896551724137931,3,364,181.652173913043,993,4178,2.78571428571429,75,1131
